import time: self [us] | cumulative | imported package
import time:       371 |        371 |                                                           pandas.core.tools.times
import time:       390 |        390 |                                                           pandas.core.tools.times
import time:       397 |        397 |                                                           pandas.core.tools.times
import time:      1579 |       4957 |                                                         pandas.core.indexes.datetimes
import time:      1549 |       4944 |                                                         pandas.core.indexes.datetimes
import time:      1612 |       5032 |                                                         pandas.core.indexes.datetimes
import time:      1612 |       5026 |                                                         pandas.core.indexes.datetimes
import time:      2276 |       2276 |                                                           pandas.core.indexes.multi
import time:      2276 |       2276 |                                                           pandas.core.indexes.multi
import time:      2306 |       2306 |                                                           pandas.core.indexes.multi
import time:      2305 |       2305 |                                                           pandas.core.indexes.multi
import time:      1040 |       1040 |                                                           pandas.core.indexes.timedeltas
import time:      1131 |       1131 |                                                           pandas.core.indexes.timedeltas
import time:      1114 |       1114 |                                                           pandas.core.indexes.timedeltas
import time:      1103 |       1103 |                                                           pandas.core.indexes.timedeltas
import time:      1119 |       4462 |                                                         pandas.core.indexes.interval
import time:      1125 |       4531 |                                                         pandas.core.indexes.interval
import time:      1152 |       4540 |                                                         pandas.core.indexes.interval
import time:      1161 |       4569 |                                                         pandas.core.indexes.interval
import time:      1221 |       1221 |                                                         pandas.core.indexes.period
import time:      1207 |       1207 |                                                         pandas.core.indexes.period
import time:      1177 |       1177 |                                                         pandas.core.indexes.period
import time:      1193 |       1193 |                                                         pandas.core.indexes.period
import time:       655 |      38434 |                                                       pandas.core.indexes.api
import time:       630 |      38317 |                                                       pandas.core.indexes.api
import time:       658 |      38291 |                                                       pandas.core.indexes.api
import time:       629 |      38308 |                                                       pandas.core.indexes.api
import time:      2050 |      44469 |                                                     pandas.core.indexing
import time:      1923 |      44430 |                                                     pandas.core.indexing
import time:      1874 |      44230 |                                                     pandas.core.indexing
import time:      2070 |      44590 |                                                     pandas.core.indexing
import time:       414 |        414 |                                                     pandas.core.sample
import time:       422 |        422 |                                                     pandas.core.sample
import time:       414 |        414 |                                                     pandas.core.sample
import time:       459 |        459 |                                                     pandas.core.sample
import time:       273 |        273 |                                                     pandas.core.array_algos.replace
import time:       262 |        262 |                                                     pandas.core.array_algos.replace
import time:       283 |        283 |                                                     pandas.core.array_algos.replace
import time:       297 |        297 |                                                     pandas.core.array_algos.replace
import time:      1859 |       1859 |                                                         pandas.core.internals.blocks
import time:      1850 |       1850 |                                                         pandas.core.internals.blocks
import time:      1860 |       1860 |                                                         pandas.core.internals.blocks
import time:      1885 |       1885 |                                                         pandas.core.internals.blocks
import time:       361 |       2220 |                                                       pandas.core.internals.api
import time:       366 |       2215 |                                                       pandas.core.internals.api
import time:       365 |       2225 |                                                       pandas.core.internals.api
import time:       356 |       2241 |                                                       pandas.core.internals.api
import time:       559 |        559 |                                                           pandas.core.internals.ops
import time:       564 |        564 |                                                           pandas.core.internals.ops
import time:       568 |        568 |                                                           pandas.core.internals.ops
import time:       544 |        544 |                                                           pandas.core.internals.ops
import time:      1480 |       2039 |                                                         pandas.core.internals.managers
import time:      1490 |       2054 |                                                         pandas.core.internals.managers
import time:      1496 |       2040 |                                                         pandas.core.internals.managers
import time:      1478 |       2045 |                                                         pandas.core.internals.managers
import time:       526 |       2564 |                                                       pandas.core.internals.concat
import time:       373 |       5161 |                                                     pandas.core.internals
import time:       548 |       2602 |                                                       pandas.core.internals.concat
import time:       567 |       2607 |                                                       pandas.core.internals.concat
import time:       550 |       2594 |                                                       pandas.core.internals.concat
import time:       359 |       5179 |                                                     pandas.core.internals
import time:       389 |       5210 |                                                     pandas.core.internals
import time:       365 |       5199 |                                                     pandas.core.internals
import time:       352 |        352 |                                                       pandas.core.methods
import time:       342 |        342 |                                                       pandas.core.methods
import time:       354 |        354 |                                                       pandas.core.methods
import time:       351 |        351 |                                                       pandas.core.methods
import time:       339 |        339 |                                                         pandas.core.reshape
import time:       349 |        349 |                                                         pandas.core.reshape
import time:       345 |        345 |                                                         pandas.core.reshape
import time:       341 |        341 |                                                         pandas.core.reshape
import time:      1004 |       1343 |                                                       pandas.core.reshape.concat
import time:      1000 |       1344 |                                                       pandas.core.reshape.concat
import time:      1022 |       1362 |                                                       pandas.core.reshape.concat
import time:      1069 |       1418 |                                                       pandas.core.reshape.concat
import time:      4697 |       4697 |                                                             grp
import time:      4736 |       4736 |                                                             grp
import time:      4709 |       4709 |                                                             grp
import time:      4876 |       4876 |                                                             grp
import time:      2455 |       7152 |                                                           tarfile
import time:      2409 |       7144 |                                                           tarfile
import time:      2490 |       7198 |                                                           tarfile
import time:      2418 |       7293 |                                                           tarfile
import time:      3294 |      10445 |                                                         pandas.io.common
import time:      3262 |      10459 |                                                         pandas.io.common
import time:      3273 |      10416 |                                                         pandas.io.common
import time:      3455 |      10748 |                                                         pandas.io.common
import time:      1410 |      11854 |                                                       pandas.io.formats.format
import time:      1352 |      11811 |                                                       pandas.io.formats.format
import time:       654 |      14202 |                                                     pandas.core.methods.describe
import time:       616 |      14185 |                                                     pandas.core.methods.describe
import time:      1563 |      11979 |                                                       pandas.io.formats.format
import time:       652 |      14328 |                                                     pandas.core.methods.describe
import time:      1443 |      12191 |                                                       pandas.io.formats.format
import time:       651 |      14554 |                                                     pandas.core.methods.describe
import time:       387 |        387 |                                                     pandas.core.shared_docs
import time:       549 |        549 |                                                     pandas.core.shared_docs
import time:       526 |        526 |                                                     pandas.core.shared_docs
import time:       233 |        233 |                                                     pandas.core.shared_docs
import time:       406 |        406 |                                                           pandas._libs.window
import time:       421 |        421 |                                                           pandas._libs.window
import time:       423 |        423 |                                                           pandas._libs.window
import time:       395 |        395 |                                                           pandas._libs.window
import time:      4554 |       4960 |                                                         pandas._libs.window.aggregations
import time:      4542 |       4937 |                                                         pandas._libs.window.aggregations
import time:      4647 |       5069 |                                                         pandas._libs.window.aggregations
import time:      4710 |       5130 |                                                         pandas._libs.window.aggregations
import time:      4377 |       4377 |                                                           pandas._libs.window.indexers
import time:      4407 |       4407 |                                                           pandas._libs.window.indexers
import time:      4427 |       4427 |                                                           pandas._libs.window.indexers
import time:      4379 |       4379 |                                                           pandas._libs.window.indexers
import time:       648 |       5025 |                                                         pandas.core.indexers.objects
import time:       577 |       4983 |                                                         pandas.core.indexers.objects
import time:       743 |       5170 |                                                         pandas.core.indexers.objects
import time:       767 |       5145 |                                                         pandas.core.indexers.objects
import time:       489 |        489 |                                                         pandas.core.window.common
import time:       493 |        493 |                                                         pandas.core.window.common
import time:       427 |        427 |                                                         pandas.core.window.common
import time:       466 |        466 |                                                         pandas.core.window.common
import time:       507 |        507 |                                                         pandas.core.window.numba_
import time:       519 |        519 |                                                         pandas.core.window.numba_
import time:       518 |        518 |                                                         pandas.core.window.numba_
import time:       555 |        555 |                                                         pandas.core.window.numba_
import time:       379 |        379 |                                                         pandas.core.window.online
import time:       389 |        389 |                                                         pandas.core.window.online
import time:       366 |        366 |                                                         pandas.core.window.online
import time:       397 |        397 |                                                         pandas.core.window.online
import time:      1602 |       1602 |                                                         pandas.core.window.rolling
import time:      1672 |       1672 |                                                         pandas.core.window.rolling
import time:      1680 |       1680 |                                                         pandas.core.window.rolling
import time:      1693 |       1693 |                                                         pandas.core.window.rolling
import time:       984 |      13977 |                                                       pandas.core.window.ewm
import time:       921 |      14104 |                                                       pandas.core.window.ewm
import time:       933 |      14121 |                                                       pandas.core.window.ewm
import time:       946 |      14140 |                                                       pandas.core.window.ewm
import time:       741 |        741 |                                                       pandas.core.window.expanding
import time:       265 |      14982 |                                                     pandas.core.window
import time:       684 |        684 |                                                       pandas.core.window.expanding
import time:       638 |        638 |                                                       pandas.core.window.expanding
import time:       647 |        647 |                                                       pandas.core.window.expanding
import time:       338 |      15115 |                                                     pandas.core.window
import time:       310 |      15097 |                                                     pandas.core.window
import time:       364 |      15131 |                                                     pandas.core.window
import time:     40916 |     120864 |                                                   pandas.core.generic
import time:     41065 |     121390 |                                                   pandas.core.generic
import time:     41554 |     121654 |                                                   pandas.core.generic
import time:     41500 |     121696 |                                                   pandas.core.generic
import time:       952 |        952 |                                                   pandas.core.internals.construction
import time:       640 |        640 |                                                   pandas.core.internals.construction
import time:       621 |        621 |                                                   pandas.core.internals.construction
import time:       624 |        624 |                                                   pandas.core.internals.construction
import time:       748 |        748 |                                                   pandas.core.methods.selectn
import time:       606 |        606 |                                                   pandas.core.methods.selectn
import time:       433 |        433 |                                                   pandas.core.methods.selectn
import time:       420 |        420 |                                                   pandas.core.methods.selectn
import time:       437 |        437 |                                                     pandas.core.tools.numeric
import time:       429 |        429 |                                                     pandas.core.tools.numeric
import time:       451 |        451 |                                                     pandas.core.tools.numeric
import time:       501 |        501 |                                                     pandas.core.tools.numeric
import time:       558 |        995 |                                                   pandas.core.reshape.melt
import time:       457 |        885 |                                                   pandas.core.reshape.melt
import time:       486 |        937 |                                                   pandas.core.reshape.melt
import time:       552 |       1053 |                                                   pandas.core.reshape.melt
import time:      4130 |       4130 |                                                     pandas._libs.reshape
import time:      4282 |       4282 |                                                     pandas._libs.reshape
import time:      4295 |       4295 |                                                     pandas._libs.reshape
import time:      4130 |       4130 |                                                     pandas._libs.reshape
import time:      1573 |       1573 |                                                     pandas.core.indexes.accessors
import time:      1569 |       1569 |                                                     pandas.core.indexes.accessors
import time:      1576 |       1576 |                                                     pandas.core.indexes.accessors
import time:      1588 |       1588 |                                                     pandas.core.indexes.accessors
import time:       299 |        299 |                                                       pandas.arrays
import time:       292 |        292 |                                                       pandas.arrays
import time:       303 |        303 |                                                       pandas.arrays
import time:       379 |        379 |                                                       pandas.arrays
import time:      1792 |       2091 |                                                     pandas.core.tools.datetimes
import time:      1831 |       2133 |                                                     pandas.core.tools.datetimes
import time:      1810 |       2101 |                                                     pandas.core.tools.datetimes
import time:      1853 |       2232 |                                                     pandas.core.tools.datetimes
import time:      1058 |       1058 |                                                     pandas.io.formats.info
import time:      1080 |       1080 |                                                     pandas.io.formats.info
import time:      1057 |       1057 |                                                     pandas.io.formats.info
import time:      1128 |       1128 |                                                     pandas.io.formats.info
import time:       908 |        908 |                                                       pandas.plotting._core
import time:       915 |        915 |                                                       pandas.plotting._core
import time:       923 |        923 |                                                       pandas.plotting._core
import time:       945 |        945 |                                                       pandas.plotting._core
import time:       652 |        652 |                                                       pandas.plotting._misc
import time:       667 |        667 |                                                       pandas.plotting._misc
import time:       658 |        658 |                                                       pandas.plotting._misc
import time:       223 |       1788 |                                                     pandas.plotting
import time:       642 |        642 |                                                       pandas.plotting._misc
import time:       285 |       1859 |                                                     pandas.plotting
import time:       275 |       1856 |                                                     pandas.plotting
import time:       242 |       1828 |                                                     pandas.plotting
import time:     21604 |      32420 |                                                   pandas.core.series
import time:     21552 |      32440 |                                                   pandas.core.series
import time:     21544 |      32438 |                                                   pandas.core.series
import time:     21807 |      32553 |                                                   pandas.core.series
import time:     83732 |     240062 |                                                 pandas.core.frame
import time:     83703 |     240196 |                                                 pandas.core.frame
import time:     84152 |     240583 |                                                 pandas.core.frame
import time:      2253 |       2253 |                                                 pandas.core.groupby.base
import time:      1895 |       1895 |                                                 pandas.core.groupby.base
import time:      2349 |       2349 |                                                 pandas.core.groupby.base
import time:     86421 |     242849 |                                                 pandas.core.frame
import time:      1471 |       1471 |                                                 pandas.core.groupby.base
import time:      4680 |       4680 |                                                   pandas._libs.groupby
import time:      4857 |       4857 |                                                   pandas._libs.groupby
import time:      4968 |       4968 |                                                   pandas._libs.groupby
import time:       486 |        486 |                                                   pandas.core.groupby.numba_
import time:       462 |        462 |                                                   pandas.core.groupby.numba_
import time:       381 |        381 |                                                   pandas.core.groupby.numba_
import time:      4572 |       4572 |                                                   pandas._libs.groupby
import time:       337 |        337 |                                                   pandas.core.groupby.numba_
import time:       432 |        432 |                                                       pandas.core.groupby.categorical
import time:       433 |        433 |                                                       pandas.core.groupby.categorical
import time:       448 |        448 |                                                       pandas.core.groupby.categorical
import time:       805 |       1236 |                                                     pandas.core.groupby.grouper
import time:       770 |       1203 |                                                     pandas.core.groupby.grouper
import time:       799 |       1246 |                                                     pandas.core.groupby.grouper
import time:       170 |        170 |                                                       pandas.core.groupby.categorical
import time:       540 |        709 |                                                     pandas.core.groupby.grouper
import time:      1171 |       2406 |                                                   pandas.core.groupby.ops
import time:      1124 |       2326 |                                                   pandas.core.groupby.ops
import time:      1254 |       2500 |                                                   pandas.core.groupby.ops
import time:       958 |       1667 |                                                   pandas.core.groupby.ops
import time:       655 |        655 |                                                   pandas.core.groupby.indexing
import time:       644 |        644 |                                                   pandas.core.groupby.indexing
import time:       665 |        665 |                                                   pandas.core.groupby.indexing
import time:       413 |        413 |                                                   pandas.core.groupby.indexing
import time:      3833 |      10820 |                                                 pandas.core.groupby.groupby
import time:      4377 |      12715 |                                                 pandas.core.groupby.groupby
import time:      4359 |      12737 |                                                 pandas.core.groupby.groupby
import time:      4395 |      12703 |                                                 pandas.core.groupby.groupby
import time:      2387 |     264090 |                                               pandas.core.groupby.generic
import time:      2322 |     264115 |                                               pandas.core.groupby.generic
import time:       303 |     264393 |                                             pandas.core.groupby
import time:       309 |     264424 |                                             pandas.core.groupby
import time:      2435 |     264168 |                                               pandas.core.groupby.generic
import time:      2415 |     264183 |                                               pandas.core.groupby.generic
import time:       319 |     264487 |                                             pandas.core.groupby
import time:       328 |     264510 |                                             pandas.core.groupby
import time:       620 |     435503 |                                           pandas.core.api
import time:       432 |     435316 |                                           pandas.core.api
import time:       420 |     435285 |                                           pandas.core.api
import time:       675 |     435616 |                                           pandas.core.api
import time:       420 |        420 |                                           pandas.tseries.api
import time:       393 |        393 |                                           pandas.tseries.api
import time:       427 |        427 |                                           pandas.tseries.api
import time:       434 |        434 |                                           pandas.tseries.api
import time:       206 |        206 |                                                   pandas.core.computation.common
import time:       212 |        212 |                                                   pandas.core.computation.common
import time:       220 |        220 |                                                   pandas.core.computation.common
import time:       206 |        206 |                                                   pandas.core.computation.common
import time:       454 |        660 |                                                 pandas.core.computation.align
import time:       461 |        672 |                                                 pandas.core.computation.align
import time:       452 |        672 |                                                 pandas.core.computation.align
import time:       470 |        676 |                                                 pandas.core.computation.align
import time:       481 |        481 |                                                   pandas.core.computation.scope
import time:       471 |        471 |                                                   pandas.core.computation.scope
import time:       486 |        486 |                                                   pandas.core.computation.scope
import time:       476 |        476 |                                                   pandas.core.computation.scope
import time:      1436 |       1917 |                                                 pandas.core.computation.ops
import time:      1438 |       1924 |                                                 pandas.core.computation.ops
import time:      1496 |       1966 |                                                 pandas.core.computation.ops
import time:      1498 |       1973 |                                                 pandas.core.computation.ops
import time:       319 |       2914 |                                               pandas.core.computation.engines
import time:       389 |       2965 |                                               pandas.core.computation.engines
import time:       334 |       2975 |                                               pandas.core.computation.engines
import time:       351 |       2996 |                                               pandas.core.computation.engines
import time:       637 |        637 |                                                 pandas.core.computation.parsing
import time:       601 |        601 |                                                 pandas.core.computation.parsing
import time:       631 |        631 |                                                 pandas.core.computation.parsing
import time:       637 |        637 |                                                 pandas.core.computation.parsing
import time:      2106 |       2706 |                                               pandas.core.computation.expr
import time:       466 |       6146 |                                             pandas.core.computation.eval
import time:       220 |       6366 |                                           pandas.core.computation.api
import time:      2190 |       2826 |                                               pandas.core.computation.expr
import time:      2162 |       2792 |                                               pandas.core.computation.expr
import time:      2134 |       2771 |                                               pandas.core.computation.expr
import time:       503 |       6243 |                                             pandas.core.computation.eval
import time:       501 |       6258 |                                             pandas.core.computation.eval
import time:       494 |       6259 |                                             pandas.core.computation.eval
import time:       232 |       6474 |                                           pandas.core.computation.api
import time:       237 |       6494 |                                           pandas.core.computation.api
import time:       229 |       6487 |                                           pandas.core.computation.api
import time:       469 |        469 |                                             pandas.core.reshape.encoding
import time:       541 |        541 |                                             pandas.core.reshape.encoding
import time:       485 |        485 |                                             pandas.core.reshape.encoding
import time:       482 |        482 |                                             pandas.core.reshape.encoding
import time:      1970 |       1970 |                                             pandas.core.reshape.merge
import time:      1975 |       1975 |                                             pandas.core.reshape.merge
import time:      1990 |       1990 |                                             pandas.core.reshape.merge
import time:      1988 |       1988 |                                             pandas.core.reshape.merge
import time:       697 |        697 |                                             pandas.core.reshape.pivot
import time:       677 |        677 |                                             pandas.core.reshape.pivot
import time:       715 |        715 |                                             pandas.core.reshape.pivot
import time:       715 |        715 |                                             pandas.core.reshape.pivot
import time:       564 |        564 |                                             pandas.core.reshape.tile
import time:       280 |       3978 |                                           pandas.core.reshape.api
import time:       550 |        550 |                                             pandas.core.reshape.tile
import time:       558 |        558 |                                             pandas.core.reshape.tile
import time:       265 |       3988 |                                           pandas.core.reshape.api
import time:       586 |        586 |                                             pandas.core.reshape.tile
import time:       340 |       4142 |                                           pandas.core.reshape.api
import time:       299 |       4030 |                                           pandas.core.reshape.api
import time:       444 |        444 |                                             pandas.api.executors
import time:       441 |        441 |                                             pandas.api.executors
import time:       449 |        449 |                                             pandas.api.executors
import time:       457 |        457 |                                             pandas.api.executors
import time:       215 |        215 |                                             pandas.api.extensions
import time:       226 |        226 |                                             pandas.api.extensions
import time:       236 |        236 |                                             pandas.api.extensions
import time:       236 |        236 |                                             pandas.api.extensions
import time:       208 |        208 |                                             pandas.api.indexers
import time:       222 |        222 |                                             pandas.api.indexers
import time:       225 |        225 |                                             pandas.api.indexers
import time:       216 |        216 |                                             pandas.api.indexers
import time:       224 |        224 |                                                 pandas.core.interchange
import time:       221 |        221 |                                                 pandas.core.interchange
import time:       221 |        221 |                                                 pandas.core.interchange
import time:       202 |        202 |                                                 pandas.core.interchange
import time:      1526 |       1749 |                                               pandas.core.interchange.dataframe_protocol
import time:      1527 |       1748 |                                               pandas.core.interchange.dataframe_protocol
import time:      1537 |       1738 |                                               pandas.core.interchange.dataframe_protocol
import time:      1531 |       1752 |                                               pandas.core.interchange.dataframe_protocol
import time:       449 |        449 |                                                 pandas.core.interchange.utils
import time:       460 |        460 |                                                 pandas.core.interchange.utils
import time:       490 |        490 |                                                 pandas.core.interchange.utils
import time:       487 |        487 |                                                 pandas.core.interchange.utils
import time:       584 |       1032 |                                               pandas.core.interchange.from_dataframe
import time:       586 |       1045 |                                               pandas.core.interchange.from_dataframe
import time:       582 |       1072 |                                               pandas.core.interchange.from_dataframe
import time:       200 |       2983 |                                             pandas.api.interchange
import time:       206 |       2988 |                                             pandas.api.interchange
import time:       222 |       3042 |                                             pandas.api.interchange
import time:       583 |       1070 |                                               pandas.core.interchange.from_dataframe
import time:       259 |       3076 |                                             pandas.api.interchange
import time:       318 |        318 |                                               pandas.core.dtypes.api
import time:       318 |        318 |                                               pandas.core.dtypes.api
import time:       325 |        325 |                                               pandas.core.dtypes.api
import time:       332 |        332 |                                               pandas.core.dtypes.api
import time:       244 |        561 |                                             pandas.api.types
import time:       227 |        544 |                                             pandas.api.types
import time:       258 |        590 |                                             pandas.api.types
import time:       247 |        571 |                                             pandas.api.types
import time:      1668 |       1668 |                                               pandas.core.resample
import time:      1689 |       1689 |                                               pandas.core.resample
import time:      1714 |       1714 |                                               pandas.core.resample
import time:      1626 |       1626 |                                               pandas.core.resample
import time:      4496 |       4496 |                                                     pandas._libs.json
import time:      4456 |       4456 |                                                     pandas._libs.json
import time:      4469 |       4469 |                                                     pandas._libs.json
import time:      4560 |       4560 |                                                     pandas._libs.json
import time:       649 |        649 |                                                     pandas.io.json._normalize
import time:       679 |        679 |                                                     pandas.io.json._normalize
import time:       744 |        744 |                                                     pandas.io.json._normalize
import time:       704 |        704 |                                                     pandas.io.json._normalize
import time:       509 |        509 |                                                     pandas.io.json._table_schema
import time:       534 |        534 |                                                     pandas.io.json._table_schema
import time:       520 |        520 |                                                     pandas.io.json._table_schema
import time:       558 |        558 |                                                     pandas.io.json._table_schema
import time:      6237 |       6237 |                                                           pandas._libs.parsers
import time:      6267 |       6267 |                                                           pandas._libs.parsers
import time:      6260 |       6260 |                                                           pandas._libs.parsers
import time:      6282 |       6282 |                                                           pandas._libs.parsers
import time:      1294 |       1294 |                                                             pandas.io.parsers.base_parser
import time:      1282 |       1282 |                                                             pandas.io.parsers.base_parser
import time:      1344 |       1344 |                                                             pandas.io.parsers.base_parser
import time:      1308 |       1308 |                                                             pandas.io.parsers.base_parser
import time:       573 |       1867 |                                                           pandas.io.parsers.arrow_parser_wrapper
import time:       551 |       1895 |                                                           pandas.io.parsers.arrow_parser_wrapper
import time:       635 |       1917 |                                                           pandas.io.parsers.arrow_parser_wrapper
import time:       695 |       2002 |                                                           pandas.io.parsers.arrow_parser_wrapper
import time:       586 |        586 |                                                           pandas.io.parsers.c_parser_wrapper
import time:       579 |        579 |                                                           pandas.io.parsers.c_parser_wrapper
import time:       577 |        577 |                                                           pandas.io.parsers.c_parser_wrapper
import time:       546 |        546 |                                                           pandas.io.parsers.c_parser_wrapper
import time:       856 |        856 |                                                           pandas.io.parsers.python_parser
import time:       857 |        857 |                                                           pandas.io.parsers.python_parser
import time:       898 |        898 |                                                           pandas.io.parsers.python_parser
import time:       875 |        875 |                                                           pandas.io.parsers.python_parser
import time:      3466 |      13074 |                                                         pandas.io.parsers.readers
import time:      3510 |      13105 |                                                         pandas.io.parsers.readers
import time:       280 |      13354 |                                                       pandas.io.parsers
import time:       327 |      13432 |                                                       pandas.io.parsers
import time:        60 |      13414 |                                                     pandas.io.parsers.readers
import time:        57 |      13488 |                                                     pandas.io.parsers.readers
import time:      3559 |      13190 |                                                         pandas.io.parsers.readers
import time:      3564 |      13223 |                                                         pandas.io.parsers.readers
import time:       311 |      13500 |                                                       pandas.io.parsers
import time:       294 |      13517 |                                                       pandas.io.parsers
